doc_rank	rank	affiliation	firstname	initials	lastname
102	11	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Mario	M	Sznol
102	12	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Patrick	P	Hwu
103	0	Melanoma Disease Center, Dana-Farber Cancer Institute and Harvard Medical School, Boston, MA, USA.	Jason J	JJ	Luke
103	1	Melanoma Disease Center, Dana-Farber Cancer Institute and Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
104	0	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts.	Edward F	EF	Fritsch
104	1	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts.	Mohini	M	Rajasagi
104	2	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts.	Patrick A	PA	Ott
104	3	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts.	Vladimir	V	Brusic
104	4	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts.	Nir	N	Hacohen
104	5	Authors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, MassachusettsAuthors' Affiliations: Cancer Vaccine Center; Department of Medical Oncology, Dana-Farber Cancer Institute; The Division of Allergy, Immunology, and Rheumatology, Department of Medicine, Massachusetts General Hospital; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston; and Broad Institute of MIT and Harvard, Cambridge, Massachusetts cwu@partners.org.	Catherine J	CJ	Wu
105	0	Department of Medical Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Melanoma Disease Center, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Center for Immuno-Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA 02215, USA. Electronic address: Patrick_Ott@DFCI.harvard.edu.	Patrick A	PA	Ott
105	1	Department of Medical Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Broad Institute of Harvard and MIT, 7 Cambridge Center, Cambridge, MA 02142, USA.	Edward F	EF	Fritsch
105	2	Department of Medical Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA 02215, USA; Cancer Vaccine Center, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA.	Catherine J	CJ	Wu
105	3	Department of Medical Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA 02215, USA; Cancer Vaccine Center, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA 02215, USA.	Glenn	G	Dranoff
106	0		P A	PA	Ott
106	1		A V	AV	Privalov
106	2		A V	AV	Vazhenin
106	3		E A	EA	Nadvikova
106	4		E Iu	EIu	Lukina
106	5		A V	AV	Komissarov
106	6		E G	EG	Zabolotskaia
107	0	Dana Farber Cancer Institute, Harvard Medical School , Boston, MA , USA.	Patrick A	PA	Ott
107	1		Nina	N	Bhardwaj
108	0	Dana-Farber Cancer Institute, Harvard Medical School, Melanoma Disease Center, Early Drug Development Center, Center for Immuno Oncology , 450 Brookline Ave, Boston, MA 02215 , USA +1 6176324715 ; +1 6176326727 ; Jason_luke@dfci.harvard.edu.	Jason John	JJ	Luke
108	1		Patrick Alexander	PA	Ott
109	0	Authors' Affiliations: Dana-Farber Cancer Institute and Harvard Medical School, Boston, Massachusetts; and Institut Gustave Roussy, Villejuif-Paris Sud, Paris, France.	Patrick A	PA	Ott
109	1		F Stephen	FS	Hodi
109	2		Caroline	C	Robert
110	0	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Jason J	JJ	Luke
110	1		Margaret K	MK	Callahan
110	2		Michael A	MA	Postow
110	3		Emanuela	E	Romano
110	4		Nikhil	N	Ramaiya
110	5		Mark	M	Bluth
110	6		Anita	A	Giobbie-Hurder
110	7		Donald P	DP	Lawrence
110	8		Nageatte	N	Ibrahim
110	9		Patrick A	PA	Ott
110	10		Keith T	KT	Flaherty
110	11		Ryan J	RJ	Sullivan
110	12		James J	JJ	Harding
110	13		Sandra	S	D'Angelo
110	14		Mark	M	Dickson
110	15		Gary K	GK	Schwartz
110	16		Paul B	PB	Chapman
110	17		Jedd D	JD	Wolchok
110	18		F Stephen	FS	Hodi
110	19		Richard D	RD	Carvajal
111	0		P A	PA	Ott
111	1		A V	AV	Privalov
111	2		A V	AV	Vazhenin
111	3		N A	NA	Chekha
111	4		E G	EG	Zabolotskaia
111	5		A V	AV	Komissarov
112	0		P A	PA	Ott
112	1		A V	AV	Provalov
112	2		A V	AV	Vazhenin
112	3		E A	EA	Nadvikova
112	4		E Iu	EIu	Kandakova
112	5		E G	EG	Zabolotskaia
113	0	Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA. carvajar@mskcc.org	Michael A	MA	Postow
113	1		Jason J	JJ	Luke
113	2		Mark J	MJ	Bluth
113	3		Nikhil	N	Ramaiya
113	4		Katherine S	KS	Panageas
113	5		Donald P	DP	Lawrence
113	6		Nageatte	N	Ibrahim
113	7		Keith T	KT	Flaherty
113	8		Ryan J	RJ	Sullivan
113	9		Patrick A	PA	Ott
113	10		Margaret K	MK	Callahan
113	11		James J	JJ	Harding
113	12		Sandra P	SP	D'Angelo
113	13		Mark A	MA	Dickson
113	14		Gary K	GK	Schwartz
113	15		Paul B	PB	Chapman
113	16		Sacha	S	Gnjatic
113	17		Jedd D	JD	Wolchok
113	18		F Stephen	FS	Hodi
113	19		Richard D	RD	Carvajal
114	0	Dana-Farber Cancer Institute and Harvard Medical School, Boston, Massachusetts.	Patrick A	PA	Ott
114	1		F Stephen	FS	Hodi
115	0	Department of Radiation Oncology, New York University Langone Medical Center, 566 First Avenue HC-107, New York, NY 10016, USA. ashwatha.narayana@greenwichhospital.org	Ashwatha	A	Narayana
115	1		Maya	M	Mathew
115	2		Moses	M	Tam
115	3		Rajni	R	Kannan
115	4		Kathleen M	KM	Madden
115	5		John G	JG	Golfinos
115	6		Erik C	EC	Parker
115	7		Patrick A	PA	Ott
115	8		Anna C	AC	Pavlick
116	0	Vanderbilt-Ingram Cancer Center, 777 Preston Research Building, Nashville, TN 37232-6307, USA. jeff.sosman@vanderbilt.edu	Kerstin	K	Trunzer
116	1		Anna C	AC	Pavlick
116	2		Lynn	L	Schuchter
116	3		Rene	R	Gonzalez
116	4		Grant A	GA	McArthur
116	5		Thomas E	TE	Hutson
116	6		Stergios J	SJ	Moschos
116	7		Keith T	KT	Flaherty
116	8		Kevin B	KB	Kim
116	9		Jeffrey S	JS	Weber
116	10		Peter	P	Hersey
116	11		Georgina V	GV	Long
116	12		Donald	D	Lawrence
116	13		Patrick A	PA	Ott
116	14		Ravi K	RK	Amaravadi
116	15		Karl D	KD	Lewis
116	16		Igor	I	Puzanov
116	17		Roger S	RS	Lo
116	18		Astrid	A	Koehler
116	19		Mark	M	Kockx
116	20		Olivia	O	Spleiss
116	21		Annette	A	Schell-Steven
116	22		Houston N	HN	Gilbert
116	23		Louise	L	Cockey
116	24		Gideon	G	Bollag
116	25		Richard J	RJ	Lee
116	26		Andrew K	AK	Joe
116	27		Jeffrey A	JA	Sosman
116	28		Antoni	A	Ribas
117	0	Department of Radiation Oncology, New York University Langone Medical Center, New York, New York 10016, USA.	Maya	M	Mathew
117	1		Moses	M	Tam
117	2		Patrick A	PA	Ott
117	3		Anna C	AC	Pavlick
117	4		Stephen C	SC	Rush
117	5		Bernadine R	BR	Donahue
117	6		John G	JG	Golfinos
117	7		Erik C	EC	Parker
117	8		Paul P	PP	Huang
117	9		Ashwatha	A	Narayana
118	0	Department of Medical Oncology, Dana Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
118	1	Department of Medical Oncology, Dana Farber Cancer Institute, Harvard Medical School, Boston, MA, USA. Stephen_Hodi@dfci.harvard.edu.	F Stephen	FS	Hodi
119	0	New York University Cancer Institute, New York University School of Medicine, 522 First Avenue, SRB 1303, New York, NY, 10016, USA. patrick_ott@dfci.harvard.edu	Patrick A	PA	Ott
119	1		Trevor	T	Henry
119	2		Sonja Jimenez	SJ	Baranda
119	3		Davor	D	Frleta
119	4		Olivier	O	Manches
119	5		Dusan	D	Bogunovic
119	6		Nina	N	Bhardwaj
120	0	Department of Melanoma Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA. kkim@mdanderson.org	Kevin B	KB	Kim
120	1		Richard	R	Kefford
120	2		Anna C	AC	Pavlick
120	3		Jeffrey R	JR	Infante
120	4		Antoni	A	Ribas
120	5		Jeffrey A	JA	Sosman
120	6		Leslie A	LA	Fecher
120	7		Michael	M	Millward
120	8		Grant A	GA	McArthur
120	9		Patrick	P	Hwu
120	10		Rene	R	Gonzalez
120	11		Patrick A	PA	Ott
120	12		Georgina V	GV	Long
120	13		Olivia S	OS	Gardner
120	14		Daniele	D	Ouellet
120	15		Yanmei	Y	Xu
120	16		Douglas J	DJ	DeMarini
120	17		Ngocdiep T	NT	Le
120	18		Kiran	K	Patel
120	19		Karl D	KD	Lewis
121	0	Division of Medical Oncology, NYU Cancer Institute, New York University School of Medicine, New York, NY 10016, USA. Patrick_Ott@DFCI.harvard.edu	Patrick A	PA	Ott
121	1		Jason	J	Chang
121	2		Kathleen	K	Madden
121	3		Rajni	R	Kannan
121	4		Caroline	C	Muren
121	5		Crystal	C	Escano
121	6		Xin	X	Cheng
121	7		Yongzhao	Y	Shao
121	8		Sandra	S	Mendoza
121	9		Alex	A	Gandhi
121	10		Leonard	L	Liebes
121	11		Anna C	AC	Pavlick
122	0	Department of Medical Oncology, New York University School of Medicine, New York, NY, USA. Patrick_Ott@dfci.harvard.edu	Patrick A	PA	Ott
122	1		Richard D	RD	Carvajal
122	2		Neeta	N	Pandit-Taskar
122	3		Achim A	AA	Jungbluth
122	4		Eric W	EW	Hoffman
122	5		Bor-Wen	BW	Wu
122	6		John S	JS	Bomalaski
122	7		Ralph	R	Venhaus
122	8		Linda	L	Pan
122	9		Lloyd J	LJ	Old
122	10		Anna C	AC	Pavlick
122	11		Jedd D	JD	Wolchok
123	0	Ronald O. Perelman Department of Dermatology, New York University School of Medicine, New York, NY, USA.	Michelle W	MW	Ma
123	1		Ratna C	RC	Medicherla
123	2		Meng	M	Qian
123	3		Eleazar	E	Vega-Saenz de Miera
123	4		Erica B	EB	Friedman
123	5		Russell S	RS	Berman
123	6		Richard L	RL	Shapiro
123	7		Anna C	AC	Pavlick
123	8		Patrick A	PA	Ott
123	9		Nina	N	Bhardwaj
123	10		Yongzhao	Y	Shao
123	11		Iman	I	Osman
123	12		Farbod	F	Darvishian
124	0	Department of Medicine, New York University School of Medicine, New York, NY, USA.	Nagashree	N	Seetharamu
124	1		Ting J	TJ	Tu
124	2		Paul	P	Christos
124	3		Patrick A	PA	Ott
124	4		Russell S	RS	Berman
124	5		Richard L	RL	Shapiro
124	6		Iman	I	Osman
124	7		Anna C	AC	Pavlick
125	0	New York University Cancer Institute, Division of Medical Oncology, 160 E 34th Street, New York, NY 10016, USA. patrick.ott@nyumc.org	Patrick A	PA	Ott
125	1		Sylvia	S	Adams
126	0	Department of Medical Oncology, New York University School of Medicine, New York, New York, United States of America.	Patrick A	PA	Ott
126	1		Anne	A	Hamilton
126	2		Christina	C	Min
126	3		Sara	S	Safarzadeh-Amiri
126	4		Lauren	L	Goldberg
126	5		Joanne	J	Yoon
126	6		Herman	H	Yee
126	7		Michael	M	Buckley
126	8		Paul J	PJ	Christos
126	9		John J	JJ	Wright
126	10		David	D	Polsky
126	11		Iman	I	Osman
126	12		Leonard	L	Liebes
126	13		Anna C	AC	Pavlick
127	0	Division of Medical Oncology, Department of Medicine, New York University School of Medicine, New York University Cancer Institute, 160 East 34th Street, 9th Floor, New York, NY 10016, USA.	Patrick A	PA	Ott
127	1		Russell S	RS	Berman
128	0	NYU Cancer Institute, 160E 34th Street, New York, New York 10016, USA. anna.pavlick@nyumc.org	Nagashree	N	Seetharamu
128	1		Patrick A	PA	Ott
128	2		Anna C	AC	Pavlick
129	0	Department of Medical Oncology, New York University Cancer Institute, New York, New York, United States of America.	Patrick A	PA	Ott
129	1		Anne	A	Hamilton
129	2		Amanda	A	Jones
129	3		Naomi	N	Haas
129	4		Tsiporah	T	Shore
129	5		Sandra	S	Liddell
129	6		Paul J	PJ	Christos
129	7		L Austin	LA	Doyle
129	8		Michael	M	Millward
129	9		Franco M	FM	Muggia
129	10		Anna C	AC	Pavlick
130	0	NYU Cancer Institute, New York University Medical Center, New York, NY 10016, USA.	Nagashree	N	Seetharamu
130	1		Patrick A	PA	Ott
130	2		Anna C	AC	Pavlick
131	0	Division of Medical Oncology, New York University Cancer Institute, New York University School of Medicine, New York, NY 10016, USA. patrick.ott@nyumc.org	Patrick A	PA	Ott
131	1		Jason L	JL	Chang
131	2		Ruth	R	Oratz
131	3		Amanda	A	Jones
131	4		Kathleen	K	Farrell
131	5		Franco	F	Muggia
131	6		Anna C	AC	Pavlick
132	0	Department of Pathology, Wolstein Research Building, Room # 5128, Case Western Reserve University, School of Medicine, 10900 Euclid Avenue, Cleveland, OH 44116, USA.	Patrick A	PA	Ott
132	1		Magdalena	M	Tary-Lehmann
132	2		Paul V	PV	Lehmann
133	0	Department of Pathology, Case Western Reserve University, Cleveland OH 44106-4943, USA.	Harald H	HH	Hofstetter
133	1		Alexey Y	AY	Karulin
133	2		Thomas G	TG	Forsthuber
133	3		Patrick A	PA	Ott
133	4		Magdalena	M	Tary-Lehmann
133	5		Paul V	PV	Lehmann
134	0	Department of Pathology, Case Western Reserve University, Cleveland, OH 44106, USA, and University Hospital of Ulm, Section of Endocrinology, Germany.	Stefan	S	Quast
